,vwap_pullback,ema_breakout,rsi_mean_reversion
2026-03-31 17:00:00+00:00,1.0,1.0,1.0
2026-03-31 17:05:00+00:00,1.0,1.0,1.0
2026-03-31 17:10:00+00:00,1.0,1.0,1.0
2026-03-31 17:15:00+00:00,1.0,1.0,1.0
2026-03-31 17:20:00+00:00,1.0,1.0,1.0
2026-03-31 17:25:00+00:00,1.0,1.0,1.0
2026-03-31 17:30:00+00:00,1.0,1.0,1.0
2026-03-31 17:35:00+00:00,1.0,1.0,1.0
2026-03-31 17:40:00+00:00,1.0,1.0,1.0
2026-03-31 17:45:00+00:00,1.0,1.0,1.0
2026-03-31 17:50:00+00:00,1.0,1.0,1.0
2026-03-31 17:55:00+00:00,1.0,1.0,1.0
2026-03-31 18:00:00+00:00,1.0,1.0,1.0
2026-03-31 18:05:00+00:00,1.0,1.0,1.0
2026-03-31 18:10:00+00:00,1.0,1.0,1.0
2026-03-31 18:15:00+00:00,1.0,1.0,1.0
2026-03-31 18:20:00+00:00,1.0,1.0,1.0
2026-03-31 18:25:00+00:00,1.0,1.0,1.0
2026-03-31 18:30:00+00:00,1.0,1.0,1.0
2026-03-31 18:35:00+00:00,1.0,1.0,1.0
2026-03-31 18:40:00+00:00,1.0,1.0,1.0
2026-03-31 18:45:00+00:00,1.0,0.9952619664508401,1.0
2026-03-31 18:50:00+00:00,1.0,0.9988922756485383,1.0
2026-03-31 18:55:00+00:00,1.0,0.997008532864781,1.0
2026-03-31 19:00:00+00:00,1.0,0.9940172693939943,1.0
2026-03-31 19:05:00+00:00,1.0,0.994727734190511,1.0
2026-03-31 19:10:00+00:00,1.0,0.9953533618797671,1.0
2026-03-31 19:15:00+00:00,1.0,0.9941687545757867,1.0
2026-03-31 19:20:00+00:00,1.0,0.996670256438151,1.0
2026-03-31 19:25:00+00:00,1.0,1.0031094502271924,1.0
2026-03-31 19:30:00+00:00,1.0,1.0034060070629391,1.0
2026-03-31 19:35:00+00:00,1.0,1.0076477576377436,1.0
2026-03-31 19:40:00+00:00,1.0,1.0101608619426998,1.0
2026-03-31 19:45:00+00:00,1.0,1.0112516236068538,1.0
2026-03-31 19:50:00+00:00,1.0,1.00721008552952,1.0
2026-03-31 19:55:00+00:00,1.0,1.0094953531076514,1.0
2026-04-01 13:30:00+00:00,1.0,1.0141500899128275,1.0
2026-04-01 13:35:00+00:00,1.0,1.013129672685178,1.0
2026-04-01 13:40:00+00:00,1.0,1.0096579540554524,1.0
2026-04-01 13:45:00+00:00,1.0,1.003020703905939,1.0
2026-04-01 13:50:00+00:00,1.0,1.0050978688300254,1.0
2026-04-01 13:55:00+00:00,1.0,1.0021393740252256,1.0
2026-04-01 14:00:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:05:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:10:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:15:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:20:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:25:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:30:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:35:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:40:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:45:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:50:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 14:55:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 15:00:00+00:00,1.0,1.001437876463408,1.0
2026-04-01 15:05:00+00:00,0.9984429548121331,1.001437876463408,1.0
2026-04-01 15:10:00+00:00,1.0001880925067546,1.001437876463408,1.0
2026-04-01 15:15:00+00:00,0.9959136723028872,1.001437876463408,1.0
2026-04-01 15:20:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:25:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:30:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:35:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:40:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:45:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:50:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 15:55:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:00:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:05:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:10:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:15:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:20:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:25:00+00:00,0.9952165327322752,1.001437876463408,1.0
2026-04-01 16:30:00+00:00,0.9952165327322752,1.0032022017819784,1.0
2026-04-01 16:35:00+00:00,0.9952165327322752,1.0001289926955266,1.0
2026-04-01 16:40:00+00:00,0.9952165327322752,0.9985160305327155,1.0
