timestamp,vwap_pullback,ema_breakout,rsi_mean_reversion
2026-05-21 17:38:00+00:00,1.0,1.0,1.0
2026-05-21 17:39:00+00:00,1.0,1.0,1.0
2026-05-21 17:40:00+00:00,1.0,1.0,1.0001285419524617
2026-05-21 17:41:00+00:00,1.0,1.0,1.0011671986650048
2026-05-21 17:42:00+00:00,1.0,1.0,0.9990141817713117
2026-05-21 17:43:00+00:00,1.0,1.0,0.9975798021711282
2026-05-21 17:44:00+00:00,1.0,1.0,0.9977206342235269
2026-05-21 17:45:00+00:00,1.0,1.0,0.9973726196237555
2026-05-21 17:46:00+00:00,1.0,1.0,0.9973542237343718
2026-05-21 17:47:00+00:00,1.0,1.0,0.9964159385110234
2026-05-21 17:48:00+00:00,1.0,1.0,0.9973834179947781
2026-05-21 17:49:00+00:00,1.0,1.0,0.9982399082528212
2026-05-21 17:50:00+00:00,1.0,1.0,0.9983127408178695
2026-05-21 17:51:00+00:00,1.0,1.0,0.9995553917375638
2026-05-21 17:52:00+00:00,1.0,1.0,1.0000712751855014
2026-05-21 17:53:00+00:00,1.0,1.0,0.9991235447499772
2026-05-21 17:54:00+00:00,1.0,1.0,0.999530273017936
2026-05-21 17:55:00+00:00,1.0,1.0,0.9984733218357025
2026-05-21 17:56:00+00:00,1.0,1.0,0.999441753804874
2026-05-21 17:57:00+00:00,1.0,1.0,0.9987421445772106
2026-05-21 17:58:00+00:00,1.0,1.0,0.9987421445772106
2026-05-21 17:59:00+00:00,1.0,1.0,0.9987421445772106
2026-05-21 18:00:00+00:00,0.9979499511594773,1.0,0.9987421445772106
2026-05-21 18:01:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:02:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:03:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:04:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:05:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:06:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:07:00+00:00,0.9972513861936656,1.0,0.9987421445772106
2026-05-21 18:08:00+00:00,0.9972513861936656,1.0,0.9987421445772106
