,vwap_pullback,ema_breakout,rsi_mean_reversion
2026-03-31 17:00:00+00:00,1.0,1.0,1.0
2026-03-31 17:05:00+00:00,1.0,1.0,1.0
2026-03-31 17:10:00+00:00,1.0,1.0,1.0
2026-03-31 17:15:00+00:00,1.0,1.0,1.0
2026-03-31 17:20:00+00:00,1.0,1.0,1.0
2026-03-31 17:25:00+00:00,1.0,1.0,1.0
2026-03-31 17:30:00+00:00,1.0,1.0,1.0
2026-03-31 17:35:00+00:00,1.0,1.0,1.0
2026-03-31 17:40:00+00:00,1.0,1.0,1.0
2026-03-31 17:45:00+00:00,1.0,1.0,1.0
2026-03-31 17:50:00+00:00,1.0,1.0,1.0
2026-03-31 17:55:00+00:00,1.0,1.0,1.0
2026-03-31 18:00:00+00:00,1.0,1.0,1.0
2026-03-31 18:05:00+00:00,1.0,1.0,1.0
2026-03-31 18:10:00+00:00,1.0,1.0,1.0
2026-03-31 18:15:00+00:00,1.0,1.0,1.0
2026-03-31 18:20:00+00:00,1.0,1.0,1.0
2026-03-31 18:25:00+00:00,1.0,1.0,1.0
2026-03-31 18:30:00+00:00,1.0,1.0,1.0
2026-03-31 18:35:00+00:00,1.0,1.0,1.0
2026-03-31 18:40:00+00:00,1.0,1.0,1.0
2026-03-31 18:45:00+00:00,1.0,1.0,1.0
2026-03-31 18:50:00+00:00,1.0,1.0,1.0
2026-03-31 18:55:00+00:00,1.0,1.0,1.0
2026-03-31 19:00:00+00:00,1.0,1.0,1.0
2026-03-31 19:05:00+00:00,1.0,1.0,1.0
2026-03-31 19:10:00+00:00,1.0,1.0,1.0
2026-03-31 19:15:00+00:00,1.0,1.0,1.0
2026-03-31 19:20:00+00:00,1.0,1.0,1.0
2026-03-31 19:25:00+00:00,1.0,1.0,1.0
2026-03-31 19:30:00+00:00,1.0,1.0,1.0
2026-03-31 19:35:00+00:00,1.0,1.0,1.0
2026-03-31 19:40:00+00:00,1.0,1.0,1.0
2026-03-31 19:45:00+00:00,1.0,1.0,1.0
2026-03-31 19:50:00+00:00,1.0,1.0,1.0
2026-03-31 19:55:00+00:00,1.0,1.000112552926956,1.0
2026-04-01 13:30:00+00:00,1.0,1.0015178019237554,1.0
2026-04-01 13:35:00+00:00,1.0,1.0001890729189402,1.0
2026-04-01 13:40:00+00:00,1.0,1.00580527273312,1.0
2026-04-01 13:45:00+00:00,1.0,1.0045482650064559,1.0
2026-04-01 13:50:00+00:00,1.0,1.0053256449445231,1.0
2026-04-01 13:55:00+00:00,1.0,1.0074775484035432,1.0
2026-04-01 14:00:00+00:00,1.0,1.0067844228333218,1.0
2026-04-01 14:05:00+00:00,1.0,1.004907836572783,1.0
2026-04-01 14:10:00+00:00,1.0,1.0039352672990418,1.0
2026-04-01 14:15:00+00:00,1.0,1.0030508965727518,1.0
2026-04-01 14:20:00+00:00,1.0,1.0044194114425835,1.0
2026-04-01 14:25:00+00:00,1.0,1.0016681458302543,1.0
2026-04-01 14:30:00+00:00,1.0,1.001853819374884,1.0
2026-04-01 14:35:00+00:00,1.0,1.0004751675458874,1.0
2026-04-01 14:40:00+00:00,1.0,0.9997748349286052,1.0
2026-04-01 14:45:00+00:00,1.0,0.9997748349286052,1.0
2026-04-01 14:50:00+00:00,1.0,0.9997748349286052,1.0
2026-04-01 14:55:00+00:00,1.0004210053868838,0.9997748349286052,1.0
2026-04-01 15:00:00+00:00,1.0006415667850004,0.9997748349286052,1.0
2026-04-01 15:05:00+00:00,1.0038678548302382,0.9997748349286052,1.0
2026-04-01 15:10:00+00:00,1.0055626268356388,0.9997748349286052,1.0
2026-04-01 15:15:00+00:00,1.0027727787785312,0.9997748349286052,1.0
2026-04-01 15:20:00+00:00,1.002824568615717,0.9997748349286052,1.0
2026-04-01 15:25:00+00:00,1.0023184495047905,0.9997748349286052,1.0
2026-04-01 15:30:00+00:00,1.003657866823296,0.9997748349286052,1.0
2026-04-01 15:35:00+00:00,1.0028831772233484,0.9997748349286052,1.0
2026-04-01 15:40:00+00:00,1.0004115513705498,0.9997748349286052,1.0
2026-04-01 15:45:00+00:00,1.0008167902389002,0.9997748349286052,1.0
2026-04-01 15:50:00+00:00,1.0011831231635722,0.9997748349286052,1.0
2026-04-01 15:55:00+00:00,1.001893536588459,0.9997748349286052,1.0
2026-04-01 16:00:00+00:00,1.004298609165538,0.9997748349286052,1.0
2026-04-01 16:05:00+00:00,1.0037297038617847,0.9997748349286052,1.0
2026-04-01 16:10:00+00:00,1.0064453117203156,0.9997748349286052,1.0
2026-04-01 16:15:00+00:00,1.0068369676150692,0.9997748349286052,1.0
2026-04-01 16:20:00+00:00,1.0080464179020434,0.9997748349286052,1.0
2026-04-01 16:25:00+00:00,1.0051101545996646,0.9961628229195139,1.0
2026-04-01 16:30:00+00:00,1.0018841301633126,0.9929655160426335,1.0
2026-04-01 16:35:00+00:00,1.0008289751300108,0.9922704401814036,1.0
2026-04-01 16:40:00+00:00,1.0013308535055587,0.9922704401814036,1.0
2026-04-01 16:45:00+00:00,1.0021460029989786,0.9922704401814036,1.0
