entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_pnl_pct,net_pnl_pct
2026-05-21 18:09:00+00:00,2026-05-21 18:34:00+00:00,LONG,65190.26,65186.73,25,-0.0054,-0.1454
2026-05-21 19:03:00+00:00,2026-05-21 19:09:00+00:00,SHORT,64994.21,65110.73,6,-0.1793,-0.3193
2026-05-21 19:14:00+00:00,2026-05-21 19:42:00+00:00,SHORT,64842.89,64535.27,28,0.4744,0.3344
2026-05-21 19:53:00+00:00,2026-05-21 19:57:00+00:00,SHORT,64327.43,64479.03,4,-0.2357,-0.3757
2026-05-21 20:44:00+00:00,2026-05-21 21:05:00+00:00,LONG,64569.9,64532.97,21,-0.0572,-0.1972
2026-05-21 21:41:00+00:00,2026-05-21 21:47:00+00:00,SHORT,64085.27,64299.23,6,-0.3339,-0.4739
2026-05-21 22:13:00+00:00,2026-05-21 22:27:00+00:00,LONG,64513.07,64408.15,14,-0.1626,-0.3026
2026-05-21 22:51:00+00:00,2026-05-21 23:14:00+00:00,LONG,64649.87,64731.32,23,0.126,-0.014
2026-05-21 23:51:00+00:00,2026-05-22 00:03:00+00:00,LONG,65076.09,65049.15,12,-0.0414,-0.1814
2026-05-22 00:29:00+00:00,2026-05-22 00:38:00+00:00,SHORT,64695.64,64792.28,9,-0.1494,-0.2894
2026-05-22 00:52:00+00:00,2026-05-22 01:07:00+00:00,SHORT,64431.66,64456.35,15,-0.0383,-0.1783
2026-05-22 01:12:00+00:00,2026-05-22 01:22:00+00:00,LONG,64786.46,64542.87,10,-0.376,-0.516
2026-05-22 01:54:00+00:00,2026-05-22 01:57:00+00:00,LONG,64968.02,64670.65,3,-0.4577,-0.5977
2026-05-22 02:03:00+00:00,2026-05-22 02:17:00+00:00,SHORT,64355.85,64525.58,14,-0.2637,-0.4037
2026-05-22 02:28:00+00:00,2026-05-22 02:33:00+00:00,LONG,64811.0,64606.46,5,-0.3156,-0.4556
2026-05-22 02:40:00+00:00,2026-05-22 02:52:00+00:00,SHORT,64290.25,64538.62,12,-0.3863,-0.5263
2026-05-22 03:14:00+00:00,2026-05-22 03:16:00+00:00,SHORT,64069.07,64252.04,2,-0.2856,-0.4256
2026-05-22 03:22:00+00:00,2026-05-22 03:31:00+00:00,SHORT,63911.15,64150.88,9,-0.3751,-0.5151
2026-05-22 03:38:00+00:00,2026-05-22 03:46:00+00:00,SHORT,63826.28,63946.19,8,-0.1879,-0.3279
2026-05-22 03:54:00+00:00,2026-05-22 04:06:00+00:00,SHORT,63593.47,63728.56,12,-0.2124,-0.3524
2026-05-22 04:08:00+00:00,2026-05-22 04:10:00+00:00,SHORT,63486.19,63778.32,2,-0.4601,-0.6001
2026-05-22 04:45:00+00:00,2026-05-22 04:57:00+00:00,SHORT,63319.56,63375.33,12,-0.0881,-0.2281
2026-05-22 05:34:00+00:00,2026-05-22 05:56:00+00:00,SHORT,62915.47,62722.91,22,0.3061,0.1661
2026-05-22 05:58:00+00:00,2026-05-22 06:05:00+00:00,SHORT,62455.83,62603.29,7,-0.2361,-0.3761
2026-05-22 06:14:00+00:00,2026-05-22 06:49:00+00:00,LONG,62805.29,63251.86,35,0.711,0.571
2026-05-22 07:22:00+00:00,2026-05-22 07:39:00+00:00,SHORT,62936.71,62932.1,17,0.0073,-0.1327
2026-05-22 07:45:00+00:00,2026-05-22 08:00:00+00:00,LONG,63306.25,63205.86,15,-0.1586,-0.2986
2026-05-22 08:13:00+00:00,2026-05-22 08:44:00+00:00,SHORT,62924.02,62379.66,31,0.8651,0.7251
2026-05-22 09:12:00+00:00,2026-05-22 09:28:00+00:00,LONG,62662.46,62547.12,16,-0.1841,-0.3241
2026-05-22 10:12:00+00:00,2026-05-22 10:33:00+00:00,LONG,62733.79,62754.44,21,0.0329,-0.1071
2026-05-22 10:45:00+00:00,2026-05-22 10:55:00+00:00,SHORT,62482.92,62683.87,10,-0.3216,-0.4616
2026-05-22 11:20:00+00:00,2026-05-22 11:32:00+00:00,LONG,62908.42,62741.3,12,-0.2656,-0.4056
2026-05-22 11:57:00+00:00,2026-05-22 12:23:00+00:00,LONG,63159.63,63377.92,26,0.3456,0.2056
2026-05-22 12:31:00+00:00,2026-05-22 12:34:00+00:00,SHORT,63183.72,63358.65,3,-0.2769,-0.4169
2026-05-22 12:42:00+00:00,2026-05-22 12:48:00+00:00,SHORT,63140.13,63338.54,6,-0.3142,-0.4542
2026-05-22 13:02:00+00:00,2026-05-22 13:06:00+00:00,SHORT,63056.87,63225.03,4,-0.2667,-0.4067
2026-05-22 13:12:00+00:00,2026-05-22 13:30:00+00:00,SHORT,62880.84,62848.03,18,0.0522,-0.0878
2026-05-22 13:45:00+00:00,2026-05-22 13:49:00+00:00,SHORT,62566.22,62745.06,4,-0.2858,-0.4258
2026-05-22 13:54:00+00:00,2026-05-22 14:21:00+00:00,SHORT,62371.06,62089.38,27,0.4516,0.3116
2026-05-22 14:49:00+00:00,2026-05-22 15:01:00+00:00,LONG,62305.53,62238.4,12,-0.1077,-0.2477
2026-05-22 15:17:00+00:00,2026-05-22 15:54:00+00:00,SHORT,62067.06,61553.14,37,0.828,0.688
2026-05-22 15:57:00+00:00,2026-05-22 16:21:00+00:00,LONG,61814.34,61815.45,24,0.0018,-0.1382
2026-05-22 16:38:00+00:00,2026-05-22 16:42:00+00:00,LONG,62103.97,61958.67,4,-0.234,-0.374
2026-05-22 16:49:00+00:00,2026-05-22 16:55:00+00:00,SHORT,61771.18,61907.06,6,-0.22,-0.36
2026-05-22 17:13:00+00:00,2026-05-22 17:32:00+00:00,LONG,62149.74,62386.83,19,0.3815,0.2415
2026-05-22 17:57:00+00:00,2026-05-22 18:07:00+00:00,LONG,62709.74,62513.35,10,-0.3132,-0.4532
2026-05-22 18:36:00+00:00,2026-05-22 18:50:00+00:00,SHORT,62211.67,62272.03,14,-0.097,-0.237
2026-05-22 18:58:00+00:00,2026-05-22 19:13:00+00:00,SHORT,61982.33,61874.11,15,0.1746,0.0346
2026-05-22 19:31:00+00:00,2026-05-22 20:21:00+00:00,SHORT,61602.82,60668.02,50,1.5175,1.3775
2026-05-22 20:44:00+00:00,2026-05-22 20:59:00+00:00,LONG,60952.58,60797.28,15,-0.2548,-0.3948
2026-05-22 21:16:00+00:00,2026-05-22 21:19:00+00:00,SHORT,60477.43,60695.89,3,-0.3612,-0.5012
2026-05-22 21:40:00+00:00,2026-05-22 22:55:00+00:00,SHORT,60413.73,59568.1,75,1.3997,1.2597
2026-05-22 23:05:00+00:00,2026-05-22 23:12:00+00:00,SHORT,59256.97,59438.11,7,-0.3057,-0.4457
2026-05-22 23:37:00+00:00,2026-05-22 23:57:00+00:00,SHORT,59171.97,59200.82,20,-0.0488,-0.1888
2026-05-23 00:06:00+00:00,2026-05-23 00:22:00+00:00,LONG,59363.14,59298.39,16,-0.1091,-0.2491
2026-05-23 00:54:00+00:00,2026-05-23 00:57:00+00:00,SHORT,58897.91,59156.13,3,-0.4384,-0.5784
