entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_pnl_pct,net_pnl_pct
2026-04-01 13:35:00+00:00,2026-04-01 15:30:00+00:00,SHORT,559.95,558.98,23,0.1736,0.0336
2026-04-01 16:15:00+00:00,2026-04-01 16:25:00+00:00,LONG,560.1,558.65,2,-0.2588,-0.3988
2026-04-01 16:45:00+00:00,2026-04-01 17:45:00+00:00,SHORT,555.41,556.14,12,-0.1317,-0.2717
2026-04-01 18:30:00+00:00,2026-04-01 19:40:00+00:00,SHORT,552.71,554.08,14,-0.2474,-0.3874
2026-04-02 13:35:00+00:00,2026-04-02 15:35:00+00:00,SHORT,550.27,551.54,24,-0.2317,-0.3717
2026-04-02 16:10:00+00:00,2026-04-02 16:20:00+00:00,SHORT,549.88,551.26,2,-0.2505,-0.3905
2026-04-02 16:35:00+00:00,2026-04-02 17:50:00+00:00,SHORT,549.24,548.1,15,0.2072,0.0672
2026-04-02 18:40:00+00:00,2026-04-02 18:50:00+00:00,LONG,549.24,547.74,2,-0.2721,-0.4121
2026-04-03 14:35:00+00:00,2026-04-03 15:50:00+00:00,LONG,549.62,548.32,15,-0.2373,-0.3773
2026-04-03 18:30:00+00:00,2026-04-06 13:35:00+00:00,LONG,550.08,548.44,19,-0.2983,-0.4383
2026-04-06 17:10:00+00:00,2026-04-06 17:30:00+00:00,SHORT,549.04,550.37,4,-0.2428,-0.3828
2026-04-06 19:30:00+00:00,2026-04-07 13:35:00+00:00,LONG,551.79,550.54,7,-0.2267,-0.3667
2026-04-07 15:05:00+00:00,2026-04-07 15:15:00+00:00,SHORT,547.83,549.72,2,-0.3462,-0.4862
2026-04-07 16:30:00+00:00,2026-04-07 17:10:00+00:00,SHORT,547.15,548.52,8,-0.25,-0.39
2026-04-08 14:05:00+00:00,2026-04-08 15:45:00+00:00,SHORT,543.87,543.9,20,-0.0043,-0.1443
2026-04-08 17:50:00+00:00,2026-04-08 19:15:00+00:00,LONG,545.46,545.68,17,0.041,-0.099
2026-04-09 13:55:00+00:00,2026-04-09 15:00:00+00:00,SHORT,541.08,542.99,13,-0.3535,-0.4935
2026-04-09 15:20:00+00:00,2026-04-09 15:35:00+00:00,LONG,545.11,542.73,3,-0.4365,-0.5765
2026-04-09 16:40:00+00:00,2026-04-09 17:10:00+00:00,SHORT,541.44,542.43,6,-0.1828,-0.3228
2026-04-09 19:50:00+00:00,2026-04-10 15:05:00+00:00,SHORT,539.85,537.78,21,0.384,0.244
2026-04-10 17:45:00+00:00,2026-04-10 17:50:00+00:00,LONG,539.16,537.55,1,-0.2981,-0.4381
2026-04-13 13:35:00+00:00,2026-04-13 15:00:00+00:00,SHORT,534.75,533.8,17,0.1765,0.0365
2026-04-13 15:25:00+00:00,2026-04-13 16:00:00+00:00,LONG,534.46,533.22,7,-0.2331,-0.3731
2026-04-13 17:45:00+00:00,2026-04-13 19:30:00+00:00,SHORT,531.98,532.17,21,-0.036,-0.176
2026-04-14 14:20:00+00:00,2026-04-14 14:55:00+00:00,LONG,532.69,532.07,7,-0.1164,-0.2564
2026-04-14 16:20:00+00:00,2026-04-14 18:30:00+00:00,SHORT,531.14,528.37,26,0.521,0.381
2026-04-14 18:40:00+00:00,2026-04-15 13:35:00+00:00,LONG,528.81,529.32,17,0.097,-0.043
2026-04-15 14:35:00+00:00,2026-04-15 15:15:00+00:00,LONG,533.48,531.51,8,-0.3709,-0.5109
2026-04-15 16:40:00+00:00,2026-04-15 16:55:00+00:00,LONG,533.58,530.85,3,-0.5104,-0.6504
2026-04-15 18:45:00+00:00,2026-04-15 19:45:00+00:00,LONG,533.17,533.44,12,0.0505,-0.0895
2026-04-16 14:00:00+00:00,2026-04-16 15:05:00+00:00,SHORT,532.26,530.39,13,0.3511,0.2111
2026-04-16 16:40:00+00:00,2026-04-16 17:00:00+00:00,LONG,531.8,529.99,4,-0.3405,-0.4805
2026-04-16 17:10:00+00:00,2026-04-16 19:30:00+00:00,SHORT,528.44,527.08,28,0.2574,0.1174
2026-04-16 19:45:00+00:00,2026-04-17 15:35:00+00:00,LONG,527.91,530.01,28,0.3984,0.2584
2026-04-17 17:05:00+00:00,2026-04-17 17:55:00+00:00,SHORT,528.74,529.56,10,-0.1547,-0.2947
2026-04-17 18:50:00+00:00,2026-04-20 16:55:00+00:00,SHORT,526.15,520.38,55,1.0964,0.9564
2026-04-20 18:00:00+00:00,2026-04-20 19:00:00+00:00,SHORT,517.33,517.79,12,-0.0885,-0.2285
2026-04-21 15:15:00+00:00,2026-04-21 17:25:00+00:00,SHORT,515.86,515.21,26,0.1264,-0.0136
2026-04-21 18:40:00+00:00,2026-04-21 19:25:00+00:00,LONG,516.7,516.32,9,-0.0732,-0.2132
2026-04-21 19:55:00+00:00,2026-04-22 15:40:00+00:00,SHORT,514.12,510.92,27,0.6224,0.4824
2026-04-22 16:25:00+00:00,2026-04-22 16:40:00+00:00,LONG,512.94,511.43,3,-0.2934,-0.4334
2026-04-22 18:30:00+00:00,2026-04-22 19:15:00+00:00,SHORT,508.26,509.47,9,-0.2393,-0.3793
2026-04-23 13:50:00+00:00,2026-04-23 14:05:00+00:00,LONG,511.27,509.62,3,-0.3212,-0.4612
2026-04-23 14:25:00+00:00,2026-04-23 14:50:00+00:00,LONG,512.55,510.86,5,-0.3313,-0.4713
2026-04-23 16:00:00+00:00,2026-04-23 17:00:00+00:00,LONG,513.28,513.52,12,0.0484,-0.0916
2026-04-23 17:45:00+00:00,2026-04-23 19:00:00+00:00,SHORT,511.26,511.7,15,-0.0861,-0.2261
2026-04-24 13:55:00+00:00,2026-04-24 14:55:00+00:00,LONG,513.11,512.55,12,-0.1077,-0.2477
2026-04-24 15:50:00+00:00,2026-04-24 16:45:00+00:00,LONG,514.72,513.84,11,-0.1707,-0.3107
2026-04-24 17:55:00+00:00,2026-04-24 19:15:00+00:00,LONG,516.87,516.78,16,-0.0163,-0.1563
2026-04-24 19:30:00+00:00,2026-04-27 13:35:00+00:00,SHORT,514.44,518.08,7,-0.709,-0.849
2026-04-27 15:20:00+00:00,2026-04-27 15:45:00+00:00,LONG,519.83,518.09,5,-0.3359,-0.4759
2026-04-28 13:35:00+00:00,2026-04-28 16:25:00+00:00,SHORT,514.78,511.85,34,0.568,0.428
2026-04-28 18:40:00+00:00,2026-04-28 18:55:00+00:00,SHORT,508.49,510.66,3,-0.4277,-0.5677
2026-04-29 14:15:00+00:00,2026-04-29 14:25:00+00:00,LONG,512.62,510.44,2,-0.4251,-0.5651
2026-04-29 14:40:00+00:00,2026-04-29 15:45:00+00:00,SHORT,507.52,508.85,13,-0.262,-0.402
2026-04-29 16:15:00+00:00,2026-04-29 17:50:00+00:00,LONG,510.58,511.32,19,0.1466,0.0066
2026-04-29 18:05:00+00:00,2026-04-29 18:50:00+00:00,SHORT,510.15,510.57,9,-0.0818,-0.2218
2026-04-29 19:35:00+00:00,2026-04-30 14:30:00+00:00,LONG,513.36,513.64,17,0.0547,-0.0853
2026-04-30 15:15:00+00:00,2026-05-01 13:30:00+00:00,SHORT,511.44,503.09,57,1.6323,1.4923
2026-05-01 13:40:00+00:00,2026-05-01 14:15:00+00:00,SHORT,500.88,501.98,7,-0.2198,-0.3598
2026-05-01 15:00:00+00:00,2026-05-01 15:30:00+00:00,LONG,504.61,503.37,6,-0.246,-0.386
2026-05-01 16:30:00+00:00,2026-05-04 13:30:00+00:00,LONG,505.76,507.92,42,0.4259,0.2859
2026-05-04 15:10:00+00:00,2026-05-04 16:55:00+00:00,SHORT,506.66,505.11,21,0.3068,0.1668
2026-05-04 18:55:00+00:00,2026-05-04 19:30:00+00:00,LONG,507.85,506.68,7,-0.2296,-0.3696
2026-05-05 13:35:00+00:00,2026-05-05 15:10:00+00:00,LONG,510.9,509.79,19,-0.2164,-0.3564
2026-05-05 15:35:00+00:00,2026-05-05 17:00:00+00:00,SHORT,508.29,507.66,17,0.1243,-0.0157
2026-05-05 17:35:00+00:00,2026-05-06 14:35:00+00:00,LONG,508.72,515.21,42,1.2755,1.1355
2026-05-06 14:55:00+00:00,2026-05-06 15:35:00+00:00,SHORT,512.42,514.1,8,-0.326,-0.466
2026-05-06 16:00:00+00:00,2026-05-06 16:30:00+00:00,SHORT,511.79,513.26,6,-0.2878,-0.4278
2026-05-06 18:00:00+00:00,2026-05-06 18:35:00+00:00,SHORT,510.26,511.28,7,-0.2014,-0.3414
2026-05-06 19:15:00+00:00,2026-05-06 19:55:00+00:00,LONG,512.71,511.78,8,-0.1819,-0.3219
2026-05-07 13:35:00+00:00,2026-05-07 14:50:00+00:00,LONG,514.8,514.55,15,-0.0476,-0.1876
2026-05-07 16:30:00+00:00,2026-05-07 17:40:00+00:00,LONG,516.92,516.19,14,-0.1406,-0.2806
2026-05-07 19:25:00+00:00,2026-05-08 13:30:00+00:00,SHORT,513.9,514.98,7,-0.2104,-0.3504
2026-05-08 14:05:00+00:00,2026-05-08 14:35:00+00:00,LONG,517.23,516.15,6,-0.2087,-0.3487
2026-05-08 16:10:00+00:00,2026-05-08 16:55:00+00:00,LONG,518.63,516.89,9,-0.3342,-0.4742
2026-05-08 19:45:00+00:00,2026-05-11 13:35:00+00:00,LONG,519.26,517.52,4,-0.3358,-0.4758
2026-05-11 15:35:00+00:00,2026-05-11 15:55:00+00:00,SHORT,517.3,518.37,4,-0.207,-0.347
2026-05-11 17:05:00+00:00,2026-05-11 19:10:00+00:00,LONG,521.4,521.05,25,-0.0665,-0.2065
2026-05-11 19:40:00+00:00,2026-05-11 19:50:00+00:00,SHORT,519.95,522.06,2,-0.4048,-0.5448
2026-05-12 13:35:00+00:00,2026-05-12 17:25:00+00:00,LONG,525.24,531.81,46,1.2511,1.1111
2026-05-13 13:55:00+00:00,2026-05-13 14:45:00+00:00,SHORT,530.17,530.88,10,-0.1337,-0.2737
2026-05-13 15:15:00+00:00,2026-05-13 17:40:00+00:00,SHORT,526.95,526.15,29,0.1519,0.0119
2026-05-13 18:50:00+00:00,2026-05-13 19:50:00+00:00,SHORT,521.98,523.19,12,-0.2321,-0.3721
2026-05-14 13:35:00+00:00,2026-05-14 16:35:00+00:00,LONG,525.54,530.33,36,0.9106,0.7706
2026-05-14 17:20:00+00:00,2026-05-14 18:40:00+00:00,SHORT,528.83,529.01,16,-0.0347,-0.1747
2026-05-14 18:50:00+00:00,2026-05-14 19:40:00+00:00,LONG,531.27,529.66,10,-0.3031,-0.4431
2026-05-15 13:35:00+00:00,2026-05-15 14:50:00+00:00,SHORT,527.52,528.5,15,-0.1853,-0.3253
2026-05-15 15:20:00+00:00,2026-05-15 15:25:00+00:00,LONG,529.18,527.86,1,-0.2491,-0.3891
2026-05-15 17:00:00+00:00,2026-05-15 17:50:00+00:00,SHORT,525.53,526.46,10,-0.1768,-0.3168
2026-05-15 18:20:00+00:00,2026-05-15 18:55:00+00:00,LONG,527.45,526.81,7,-0.1222,-0.2622
2026-05-15 19:20:00+00:00,2026-05-18 14:05:00+00:00,SHORT,524.44,525.88,15,-0.274,-0.414
2026-05-18 14:25:00+00:00,2026-05-18 14:55:00+00:00,LONG,526.88,525.72,6,-0.2191,-0.3591
2026-05-18 15:35:00+00:00,2026-05-18 18:25:00+00:00,LONG,528.57,532.61,34,0.7627,0.6227
2026-05-18 19:10:00+00:00,2026-05-19 13:45:00+00:00,LONG,535.48,535.24,13,-0.0445,-0.1845
2026-05-19 15:35:00+00:00,2026-05-19 17:35:00+00:00,SHORT,533.7,533.51,24,0.0348,-0.1052
2026-05-20 13:30:00+00:00,2026-05-20 15:10:00+00:00,SHORT,530.1,530.99,20,-0.1671,-0.3071
2026-05-20 18:40:00+00:00,2026-05-21 14:00:00+00:00,LONG,533.4,534.2,22,0.1488,0.0088
2026-05-21 14:30:00+00:00,2026-05-21 15:50:00+00:00,LONG,537.04,535.88,16,-0.2162,-0.3562
2026-05-21 18:00:00+00:00,2026-05-22 15:10:00+00:00,SHORT,534.0,528.85,44,0.9642,0.8242
2026-05-22 15:45:00+00:00,2026-05-22 16:30:00+00:00,LONG,530.25,529.5,9,-0.1421,-0.2821
2026-05-22 17:35:00+00:00,2026-05-22 19:00:00+00:00,SHORT,528.11,527.64,17,0.0895,-0.0505
